GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.components,AudioRecorderComponent.new ActionListener() {...},0,15,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.components,AudioRecorderComponent.new Label() {...},22,7,0,0,6,1,1,1,1,1
codenameone-core-unittests,com.codename1.components,AudioRecorderComponent.new ActionListener() {...},51,175,3,8,13,40,3,7,0,2
codenameone-core-unittests,com.codename1.components,SignatureComponent.3.new SignatureComponent.SignatureDialogBody() {...},17,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.components,SignatureComponent.3.new ActionListener() {...},27,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.components,AudioRecorderComponent.new ActionListener() {...},176,26,1,1,31,6,1,2,0,2
codenameone-core-unittests,com.codename1.components,SliderBridge.new ActionListener() {...},5,94,2,10,2,20,2,7,0,2
codenameone-core-unittests,com.codename1.components,ImageViewer,822,1154,146,80,170,243,114,57,14,44
codenameone-core-unittests,com.codename1.components,MultiButton,971,1082,186,49,290,234,148,78,31,70
codenameone-core-unittests,com.codename1.components,FileTreeModel,131,53,22,6,22,16,12,6,0,4
codenameone-core-unittests,com.codename1.components,Ads.new ActionListener() {...},15,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.components,Ads.new AsyncDocumentRequestHandlerImpl() {...},23,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.components,ToastBar.ToastBarComponent,0,140,0,2,0,32,0,3,0,2
codenameone-core-unittests,com.codename1.components,InfiniteProgress,223,354,28,28,46,106,22,38,0,32
codenameone-core-unittests,com.codename1.components,SignatureComponent.new Animation() {...},59,12,7,1,10,3,5,2,1,2
codenameone-core-unittests,com.codename1.components,SignatureComponent.new ActionListener() {...},45,6,0,0,10,1,1,1,1,1
codenameone-core-unittests,com.codename1.components,SignatureComponent.new Button() {...},0,84,0,0,0,14,0,2,0,2
codenameone-core-unittests,com.codename1.components,Accordion.AccordionContent,3,137,1,3,1,30,1,4,0,3
codenameone-core-unittests,com.codename1.components,ToastBar.ToastBarComponent.new ActionListener() {...},19,9,4,0,4,1,3,1,1,1
codenameone-core-unittests,com.codename1.components,WebBrowser.4.new ConnectionRequest() {...},115,32,16,2,29,5,14,3,5,3
codenameone-core-unittests,com.codename1.components,SignatureComponent,8,210,3,11,4,46,6,14,3,10
codenameone-core-unittests,com.codename1.components,MediaPlayer.new ActionListener() {...},11,6,2,0,4,1,2,1,1,1
codenameone-core-unittests,com.codename1.components,MediaPlayer.new Runnable() {...},17,6,2,0,5,1,2,1,1,1
codenameone-core-unittests,com.codename1.components,ShareButton,45,57,4,0,11,18,7,6,5,6
codenameone-core-unittests,com.codename1.components,SplitPane.Settings,30,161,0,0,12,49,6,15,6,15
codenameone-core-unittests,com.codename1.components,Switch.new ActionListener() {...},0,49,1,1,0,11,1,2,0,2
codenameone-core-unittests,com.codename1.components,Switch.new ActionListener() {...},58,6,2,0,9,1,2,1,1,1
codenameone-core-unittests,com.codename1.components,Switch.new ActionListener() {...},159,98,22,8,20,18,14,4,0,3
codenameone-core-unittests,com.codename1.components,Switch.new Animation() {...},1,63,1,3,1,13,2,3,1,2
codenameone-core-unittests,com.codename1.components,Accordion,115,322,9,15,21,87,12,31,5,26
codenameone-core-unittests,com.codename1.components,ShareButton.1.new ActionListener() {...},13,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.charts.transitions,XYSeriesTransition,26,148,8,10,5,36,9,8,2,6
codenameone-core-unittests,com.codename1.charts.transitions,XYMultiSeriesTransition,0,152,3,15,0,33,3,11,0,5
codenameone-core-unittests,com.codename1.charts.transitions,XYValueSeriesTransition,15,187,8,12,4,41,10,8,2,6
codenameone-core-unittests,com.codename1.charts.transitions,SeriesTransition,17,123,1,8,5,43,3,18,2,13
codenameone-core-unittests,com.codename1.charts,ChartComponent,785,1034,112,52,136,210,84,34,8,28
codenameone-core-unittests,com.codename1.charts,ChartUtil,0,40,0,0,0,8,0,2,0,2
codenameone-core-unittests,com.codename1.charts,ChartComponent.ZoomTransitionXY,13,176,5,7,2,41,5,6,0,5
codenameone-core-unittests,com.codename1.charts,ChartComponent.ZoomTransition,226,41,12,2,40,13,10,2,3,2
codenameone-core-unittests,com.codename1.charts,ChartComponent.BBox,0,246,0,0,0,30,0,3,0,3
codenameone-core-unittests,com.codename1.plugin.event,PluginEvent,0,14,0,0,0,6,0,3,0,3
codenameone-core-unittests,com.codename1.plugin.event,OpenGalleryEvent,0,17,0,0,0,6,0,3,0,3
codenameone-core-unittests,com.codename1.plugin.event,IsGalleryTypeSupportedEvent,0,11,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.charts.views,DialChart,404,281,34,12,48,51,24,4,2,3
codenameone-core-unittests,com.codename1.charts.views,LineChart,735,159,95,5,127,28,52,9,3,8
codenameone-core-unittests,com.codename1.charts.views,RadarChart,45,513,9,13,4,73,7,8,0,4
codenameone-core-unittests,com.codename1.charts.views,CubicLineChart,305,28,26,0,52,9,16,3,3,3
codenameone-core-unittests,com.codename1.charts.views,TimeChart,457,17,58,0,87,8,34,5,5,5
codenameone-core-unittests,com.codename1.charts.views,BarChart.Type,0,34,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.charts.views,ScatterChart,561,14,42,0,89,5,32,2,11,2
codenameone-core-unittests,com.codename1.charts.views,PieSegment,0,169,1,9,0,26,1,12,0,8
codenameone-core-unittests,com.codename1.charts.views,DoughnutChart,410,10,20,0,60,4,12,2,2,2
codenameone-core-unittests,com.codename1.charts.views,PkgUtils,3,12,0,0,1,1,1,1,1,1
codenameone-core-unittests,com.codename1.charts.views,CombinedXYChart.XYCombinedChartDef,29,15,6,0,6,6,5,3,2,3
codenameone-core-unittests,com.codename1.charts.views,BubbleChart,191,5,4,0,30,2,9,1,7,1
codenameone-core-unittests,com.codename1.charts.views,RangeStackedBarChart,0,6,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.charts.views,PieChart,470,10,30,0,72,3,18,1,3,1
codenameone-core-unittests,com.codename1.charts.views,BarChart.Point,0,6,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.charts.views,PieMapper,191,8,18,0,39,2,19,1,10,1
codenameone-core-unittests,com.codename1.charts.views,PointStyle,64,78,12,0,16,5,10,2,4,2
codenameone-core-unittests,com.codename1.charts.views,RoundChart,66,72,5,1,11,21,7,7,4,7
codenameone-core-unittests,com.codename1.charts.views,CombinedXYChart,191,159,10,10,33,26,13,7,7,3
codenameone-core-unittests,com.codename1.charts.views,XYChart,1393,1931,179,127,196,321,138,47,9,23
codenameone-core-unittests,com.codename1.charts.views,RangeBarChart,142,97,16,4,22,22,11,6,2,5
codenameone-core-unittests,com.codename1.charts.views,AbstractChart,603,736,91,63,92,140,64,30,2,15
codenameone-core-unittests,com.codename1.charts.views,ClickableArea,0,21,0,0,0,8,0,4,0,4
codenameone-core-unittests,com.codename1.charts.views,BarChart,305,553,21,29,48,87,16,25,2,14
codenameone-core-unittests,com.codename1.ui.layouts.mig,Grid,3174,3176,647,416,491,545,450,153,24,47
codenameone-core-unittests,com.codename1.ui.layouts.mig,CodenameOneMiGContainerWrapper,13,49,3,3,5,10,5,6,3,5
codenameone-core-unittests,com.codename1.ui.layouts.mig,Grid.WeakCell,0,20,0,0,0,7,0,1,0,1
codenameone-core-unittests,com.codename1.ui.layouts.mig,DimConstraint,171,160,44,20,30,48,41,23,12,20
codenameone-core-unittests,com.codename1.ui.layouts.mig,Grid.LinkedDimGroup,35,140,6,10,7,31,6,7,1,4
codenameone-core-unittests,com.codename1.ui.layouts.mig,UnitValue,793,406,143,16,125,63,107,13,21,10
codenameone-core-unittests,com.codename1.ui.layouts.mig,LinkHandler,281,178,63,13,50,28,38,7,4,3
codenameone-core-unittests,com.codename1.ui.layouts.mig,LayoutCallback,0,8,0,0,0,4,0,4,0,4
codenameone-core-unittests,com.codename1.ui.layouts.mig,CodenameOneMiGComponentWrapper,150,278,45,22,49,64,43,30,14,25
codenameone-core-unittests,com.codename1.ui.layouts.mig,PlatformDefaults,960,500,74,21,126,122,78,26,22,25
codenameone-core-unittests,com.codename1.ui.layouts.mig,Grid.Cell,12,30,1,1,3,10,2,2,1,2
codenameone-core-unittests,com.codename1.ui.layouts.mig,Grid.CompWrap,341,608,75,77,43,104,61,38,4,18
codenameone-core-unittests,com.codename1.ui.layouts.mig,MigLayout,476,531,67,45,88,129,69,33,23,23
codenameone-core-unittests,com.codename1.ui.layouts.mig,BoundSize,189,150,55,21,29,29,42,13,5,11
codenameone-core-unittests,com.codename1.ui.layouts.mig,UnitConverter,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.ui.layouts.mig,ResizeConstraint,0,48,0,0,0,13,0,3,0,3
codenameone-core-unittests,com.codename1.ui.layouts.mig,LC,521,123,29,1,134,36,77,18,62,18
codenameone-core-unittests,com.codename1.ui.layouts.mig,LayoutUtil,201,473,63,81,36,96,58,39,12,13
codenameone-core-unittests,com.codename1.ui.layouts.mig,AC,497,52,32,2,86,12,46,4,29,4
codenameone-core-unittests,com.codename1.ui.layouts.mig,CC,1384,195,123,11,280,49,179,24,108,22
codenameone-core-unittests,com.codename1.ui.layouts.mig,ConstraintParser,3468,920,624,144,603,189,360,47,6,17
codenameone-core-unittests,com.codename1.ui.layouts.mig,Grid.FlowSizeSpec,147,9,24,0,21,4,13,1,1,1
codenameone-core-unittests,com.codename1.charts.models,AreaSeries,14,128,2,6,6,22,3,9,1,7
codenameone-core-unittests,com.codename1.charts.models,MultipleCategorySeries,78,37,0,0,17,10,9,2,9,2
codenameone-core-unittests,com.codename1.charts.models,XYMultipleSeriesDataset,28,35,0,0,10,8,5,5,5,5
codenameone-core-unittests,com.codename1.charts.models,CategorySeries,43,80,2,0,9,20,3,9,2,9
codenameone-core-unittests,com.codename1.charts.models,XYValueSeries,5,123,3,7,0,32,2,13,0,10
codenameone-core-unittests,com.codename1.charts.models,Point,11,15,0,0,6,6,3,3,3,3
codenameone-core-unittests,com.codename1.charts.models,XYEntry,6,15,0,0,2,6,1,3,1,3
codenameone-core-unittests,com.codename1.charts.models,XYSeries,71,420,12,30,15,95,13,40,3,29
codenameone-core-unittests,com.codename1.charts.models,TimeSeries,2,11,0,0,1,4,1,2,1,2
codenameone-core-unittests,com.codename1.charts.models,XYSeries.IndexXYMap,31,142,0,6,7,31,3,11,3,8
codenameone-core-unittests,com.codename1.charts.models,SeriesSelection,0,27,0,0,0,10,0,5,0,5
codenameone-core-unittests,com.codename1.charts.models,RangeCategorySeries,0,92,0,2,0,23,0,9,0,8
codenameone-core-unittests,com.codename1.ui.tree,Tree.StringArrayTreeModel,0,114,2,14,0,21,2,9,0,3
codenameone-core-unittests,com.codename1.ui.tree,Tree,521,515,71,37,133,119,65,35,23,23
codenameone-core-unittests,com.codename1.ui.tree,Tree.Handler,36,29,7,1,9,8,4,3,0,3
codenameone-core-unittests,com.codename1.ui.tree,Tree.State.new ComponentSelector.ComponentClosure() {...},10,15,1,1,2,3,1,2,0,2
codenameone-core-unittests,com.codename1.ui.tree,Tree.State.new ComponentSelector.ComponentClosure() {...},24,27,4,4,5,6,3,3,0,2
codenameone-core-unittests,com.codename1.ui.tree,Tree.State,0,48,0,0,0,9,0,4,0,4
codenameone-core-unittests,com.codename1.io,WebServiceProxyCall.WSConnection,724,413,130,49,175,92,92,31,2,5
codenameone-core-unittests,com.codename1.io,Data.StringData,15,24,0,0,3,9,0,4,0,4
codenameone-core-unittests,com.codename1.io,Util,2374,1332,511,192,492,369,332,116,42,54
codenameone-core-unittests,com.codename1.io,JSONParser.ReaderClass,0,55,0,8,0,13,0,6,0,2
codenameone-core-unittests,com.codename1.io,NetworkEvent,0,106,0,4,0,33,0,18,0,16
codenameone-core-unittests,com.codename1.io,JSONSanitizer.State,0,84,0,0,0,9,0,1,0,1
codenameone-core-unittests,com.codename1.io,Preferences,77,423,17,51,27,120,19,47,5,27
codenameone-core-unittests,com.codename1.io,Storage,52,238,13,15,20,68,11,25,3,19
codenameone-core-unittests,com.codename1.io,FileSystemStorage.new TimerTask() {...},22,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,NetworkManager.AutoDetectAPN,104,64,14,8,21,21,10,8,1,6
codenameone-core-unittests,com.codename1.io,Data.FileData,0,21,0,0,0,7,0,3,0,3
codenameone-core-unittests,com.codename1.io,NetworkManager.new Runnable() {...},24,28,3,3,7,4,2,3,0,2
codenameone-core-unittests,com.codename1.io,URL,22,110,3,9,7,25,7,18,4,15
codenameone-core-unittests,com.codename1.io,AccessToken,2,280,2,30,0,73,2,37,0,23
codenameone-core-unittests,com.codename1.io,Oauth2,474,551,47,43,102,126,48,24,12,15
codenameone-core-unittests,com.codename1.io,Util.UUID,6,310,9,11,0,47,7,14,0,11
codenameone-core-unittests,com.codename1.io,SocketConnection,0,23,0,0,0,11,0,6,0,6
codenameone-core-unittests,com.codename1.io,ConnectionRequest.SSLCertificate,0,12,0,0,0,3,0,3,0,3
codenameone-core-unittests,com.codename1.io,URL.URLConnection,31,25,0,0,12,7,9,3,9,3
codenameone-core-unittests,com.codename1.io,FileSystemStorage,73,61,5,1,19,19,13,15,10,15
codenameone-core-unittests,com.codename1.io,File,465,172,51,11,88,31,54,15,26,12
codenameone-core-unittests,com.codename1.io,NetworkManager.NetworkThread,178,235,36,32,53,63,27,17,1,7
codenameone-core-unittests,com.codename1.io,NetworkManager.NetworkThread.new Runnable() {...},18,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.io,BufferedInputStream,293,515,64,56,75,153,48,49,3,34
codenameone-core-unittests,com.codename1.io,Data.StorageData,0,20,0,0,0,6,0,3,0,3
codenameone-core-unittests,com.codename1.io,BufferedOutputStream,5,242,1,19,2,73,1,29,0,20
codenameone-core-unittests,com.codename1.io,Socket.new Runnable() {...},9,69,1,3,1,11,1,3,0,2
codenameone-core-unittests,com.codename1.io,Socket.new Runnable() {...},30,72,3,1,5,8,2,2,0,2
codenameone-core-unittests,com.codename1.io,Socket.new Socket.Close() {...},12,30,2,2,5,6,2,2,0,2
codenameone-core-unittests,com.codename1.io,NetworkManager.new ActionListener() {...},23,46,6,6,7,10,5,3,0,2
codenameone-core-unittests,com.codename1.io,ConnectionRequest,1922,1567,311,193,467,417,280,144,83,89
codenameone-core-unittests,com.codename1.io,Data.ByteData,0,16,0,0,0,6,0,3,0,3
codenameone-core-unittests,com.codename1.io,WebServiceProxyCall,30,49,3,1,5,14,4,3,2,3
codenameone-core-unittests,com.codename1.io,Socket.1Listener.new Runnable() {...},0,46,0,0,0,6,0,2,0,2
codenameone-core-unittests,com.codename1.io,Log,464,220,42,10,133,64,36,21,13,18
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new FailureCallback() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new SuccessCallback() {...},19,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new FailureCallback() {...},19,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new Runnable() {...},45,52,4,4,11,11,3,3,0,2
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new ActionListener() {...},81,0,6,0,18,0,5,0,2,0
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new Runnable() {...},0,10,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new SuccessCallback() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.io,CacheMap,250,434,28,30,40,108,20,30,1,20
codenameone-core-unittests,com.codename1.io,CharArrayReader,0,325,1,49,0,69,1,36,0,12
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new ActionListener() {...},25,32,5,1,3,6,3,2,0,2
codenameone-core-unittests,com.codename1.io,ConnectionRequest.new Data() {...},22,0,0,0,4,0,3,0,3,0
codenameone-core-unittests,com.codename1.io,JSONSanitizer,1411,744,340,133,313,149,222,60,10,18
codenameone-core-unittests,com.codename1.io,JSONParser,254,717,39,90,65,203,42,63,8,26
codenameone-core-unittests,com.codename1.io,Oauth2.new ActionListener() {...},35,0,4,0,7,0,4,0,2,0
codenameone-core-unittests,com.codename1.io,Oauth2.new WebBrowser() {...},0,33,0,0,0,4,0,3,0,3
codenameone-core-unittests,com.codename1.io,Oauth2.new Command() {...},12,13,2,0,4,1,2,1,1,1
codenameone-core-unittests,com.codename1.io,Oauth2.new ActionListener() {...},38,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.io,WebServiceProxyCall.WSDefinition,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.io,URL.HttpURLConnection,30,162,5,9,10,30,7,9,3,6
codenameone-core-unittests,com.codename1.io,NetworkManager,235,534,56,53,58,152,45,51,6,35
codenameone-core-unittests,com.codename1.io,Cookie,0,181,0,10,0,56,0,29,0,24
codenameone-core-unittests,com.codename1.io,ConnectionRequest.CachingMode,0,54,0,0,0,6,0,1,0,1
codenameone-core-unittests,com.codename1.io,MultipartRequest,124,733,20,50,34,175,30,30,10,15
codenameone-core-unittests,com.codename1.io,Socket,5,98,2,6,1,16,2,8,0,6
codenameone-core-unittests,com.codename1.io,Util.8.new Runnable() {...},140,0,10,0,21,0,7,0,2,0
codenameone-core-unittests,com.codename1.io,URL.FileURLConnection,13,32,1,1,4,8,4,5,3,5
codenameone-core-unittests,com.codename1.io,JSONParser.KeyStack,2,24,1,1,1,8,1,4,0,4
codenameone-core-unittests,com.codename1.io,Util.9.new Runnable() {...},25,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Socket.SocketOutputStream,20,88,5,7,6,28,4,10,0,8
codenameone-core-unittests,com.codename1.io,Util.new SuccessCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new FailureCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new GZConnectionRequest() {...},49,0,8,0,9,0,6,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new ActionListener() {...},35,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new ActionListener() {...},34,0,6,0,5,0,5,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new SuccessCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new FailureCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new SuccessCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Util.new FailureCallback() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Oauth2.RefreshTokenRequest,0,6,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.io,NetworkManager.new Runnable() {...},101,0,18,0,30,0,11,0,2,0
codenameone-core-unittests,com.codename1.io,Util.8.1.new Runnable() {...},16,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Socket.SocketInputStream,65,145,20,24,19,36,18,16,3,9
codenameone-core-unittests,com.codename1.io,Log.new ConnectionRequest() {...},25,0,0,0,7,0,4,0,4,0
codenameone-core-unittests,com.codename1.io,Log.new Command() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.io,Log.new ActionListener() {...},75,0,6,0,13,0,5,0,2,0
codenameone-core-unittests,com.codename1.io,Log.new ActionListener() {...},0,17,1,1,0,5,1,2,0,2
codenameone-core-unittests,com.codename1.io,NetworkManager.new Runnable() {...},25,57,3,11,10,18,3,7,0,3
codenameone-core-unittests,com.codename1.io,CSVParser,8,244,2,30,1,68,3,20,1,6
codenameone-core-unittests,com.codename1.io,Properties,148,515,52,94,47,148,49,45,0,14
codenameone-core-unittests,com.codename1.io,MalformedURLException,0,7,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.io,Oauth2.new ConnectionRequest() {...},65,77,18,8,14,15,14,3,1,3
codenameone-core-unittests,com.codename1.io,Socket.new Socket.StopListening() {...},3,61,0,4,2,14,0,5,0,3
codenameone-core-unittests,com.codename1.analytics,AnalyticsService.new ActionListener() {...},12,9,2,0,3,1,2,1,1,1
codenameone-core-unittests,com.codename1.analytics,AnalyticsService.new ActionListener() {...},21,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.analytics,AnalyticsService.new ActionListener() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.analytics,AnalyticsService,174,156,23,7,49,49,22,10,8,9
codenameone-core-unittests,com.codename1.charts.util,ColorUtil.IColor,58,188,8,2,10,33,8,6,4,5
codenameone-core-unittests,com.codename1.charts.util,MathHelper,106,163,13,11,19,32,10,7,1,4
codenameone-core-unittests,com.codename1.charts.util,ColorUtil,3,81,0,0,1,21,1,7,1,7
codenameone-core-unittests,com.codename1.charts.util,NumberFormat,19,32,0,0,9,9,0,7,0,7
codenameone-core-unittests,com.codename1.charts.util,ColorUtil.IColor.Transparent,0,99,0,0,0,15,0,2,0,2
codenameone-core-unittests,com.codename1.ui.list,ContainerList,96,324,22,34,23,87,25,30,6,21
codenameone-core-unittests,com.codename1.ui.list,ContainerList.Entry,67,208,9,7,17,45,8,12,1,11
codenameone-core-unittests,com.codename1.ui.list,DefaultListCellRenderer,91,195,14,22,22,57,18,21,7,14
codenameone-core-unittests,com.codename1.ui.list,DefaultListModel,85,511,22,46,18,116,20,41,2,25
codenameone-core-unittests,com.codename1.ui.list,GenericListCellRenderer,620,612,114,78,133,156,87,41,12,20
codenameone-core-unittests,com.codename1.ui.list,FilterProxyListModel,181,379,27,39,31,90,22,39,5,23
codenameone-core-unittests,com.codename1.ui.list,ContainerList.Listeners,4,12,0,0,2,3,1,2,1,2
codenameone-core-unittests,com.codename1.ui.list,MultiList,257,79,11,1,25,19,13,4,7,4
codenameone-core-unittests,com.codename1.ui.list,GenericListCellRenderer.Monitor,359,18,63,1,71,4,34,2,2,2
codenameone-core-unittests,com.codename1.ui.list,FilterProxyListModel.new DataChangedListener() {...},54,0,6,0,11,0,5,0,2,0
codenameone-core-unittests,com.codename1.ui.list,FilterProxyListModel.new DataChangedListener() {...},45,9,6,0,10,1,4,1,1,1
codenameone-core-unittests,com.codename1.push,PushBuilder,0,194,1,19,0,49,1,23,0,11
codenameone-core-unittests,com.codename1.push,Push,232,227,6,8,28,57,15,12,11,9
codenameone-core-unittests,com.codename1.push,PushContent,63,170,2,8,26,31,16,14,14,11
codenameone-core-unittests,com.codename1.push,PushAction,0,52,0,0,0,18,0,9,0,9
codenameone-core-unittests,com.codename1.push,PushActionCategory,0,62,0,2,0,11,0,5,0,4
codenameone-core-unittests,com.codename1.push,Push.PushConnection,0,51,0,2,0,15,0,5,0,4
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},4,3,0,0,1,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,12,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,7,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,12,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,12,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,7,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,12,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,12,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},0,12,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.BoxInfo,21,48,3,1,5,7,4,4,2,4
codenameone-core-unittests,com.codename1.ui.plaf,DefaultLookAndFeel.1.new Runnable() {...},32,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.BoxShadow,4,107,4,4,0,24,4,7,0,7
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.Color,216,137,21,17,29,30,17,11,2,7
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.LinearGradient,0,77,0,4,0,15,0,5,0,3
codenameone-core-unittests,com.codename1.ui.plaf,Border,3412,1324,301,101,593,244,255,51,61,33
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser,1333,1101,234,93,262,219,162,47,20,21
codenameone-core-unittests,com.codename1.ui.plaf,RoundRectBorder.new Runnable() {...},56,0,4,0,6,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui.plaf,RoundRectBorder.new Component() {...},285,0,24,0,47,0,14,0,2,0
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.RadialGradient,0,15,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.BorderImage,330,99,22,4,38,13,16,3,3,3
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.BorderInfo,1518,110,214,9,312,24,178,14,66,14
codenameone-core-unittests,com.codename1.ui.plaf,RoundRectBorder,828,1040,115,89,151,238,97,67,15,44
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.Context,0,9,0,0,0,4,0,1,0,1
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.ScalarUnit,270,230,44,30,42,45,41,14,3,11
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.Arrow,176,73,25,2,26,18,15,1,0,1
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.PaddingInfo,99,4,14,0,25,2,11,1,4,1
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.BorderRadius,669,281,58,13,86,50,43,12,7,11
codenameone-core-unittests,com.codename1.ui.plaf,Style,1451,3112,297,359,279,650,233,270,29,142
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.ScalarValue,74,56,10,2,11,16,10,8,1,8
codenameone-core-unittests,com.codename1.ui.plaf,UIManager,1943,4905,341,485,332,823,278,187,25,27
codenameone-core-unittests,com.codename1.ui.plaf,DefaultLookAndFeel,3008,4013,436,314,489,843,309,147,11,56
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},4,3,0,0,1,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.new CSSBorder.Decorator() {...},4,3,0,0,1,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui.plaf,DefaultLookAndFeel.new ComponentSelector.ComponentClosure() {...},6,13,1,1,1,4,1,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,DefaultLookAndFeel.new Animation() {...},104,0,6,0,17,0,6,0,3,0
codenameone-core-unittests,com.codename1.ui.plaf,RoundBorder,547,513,49,27,100,124,47,34,15,28
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.BackgroundImage,494,244,49,18,86,50,38,9,2,5
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.StyleInfo,406,409,79,41,85,100,68,27,12,23
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.MarginInfo,99,4,14,0,25,2,11,1,4,1
