GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.BorderStroke,139,218,32,32,25,48,31,14,1,10
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder,1578,1755,132,134,226,329,115,63,11,31
codenameone-core-unittests,com.codename1.ui.plaf,RoundBorder.new Runnable() {...},0,62,2,2,0,6,2,2,0,2
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.FontInfo,97,121,27,10,23,27,19,16,1,15
codenameone-core-unittests,com.codename1.ui.plaf,LookAndFeel,914,954,121,29,225,214,106,47,36,42
codenameone-core-unittests,com.codename1.ui.plaf,RoundBorder.CacheValue,3,9,0,0,2,4,1,1,1,1
codenameone-core-unittests,com.codename1.ui.plaf,StyleParser.ImageInfo,0,14,0,0,0,5,0,3,0,3
codenameone-core-unittests,com.codename1.ui.plaf,CSSBorder.ColorStop,0,40,0,2,0,8,0,3,0,2
codenameone-core-unittests,com.codename1.charts.compat,Paint.Cap,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.charts.compat,GradientDrawable.Orientation,0,84,0,0,0,9,0,1,0,1
codenameone-core-unittests,com.codename1.charts.compat,Paint.Join,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.charts.compat,Paint,155,251,28,18,28,71,27,24,6,22
codenameone-core-unittests,com.codename1.charts.compat,Canvas,429,429,28,20,49,78,27,19,8,14
codenameone-core-unittests,com.codename1.charts.compat,PathMeasure,0,15,0,0,0,7,0,3,0,3
codenameone-core-unittests,com.codename1.charts.compat,Paint.Style,0,34,0,0,0,4,0,1,0,1
codenameone-core-unittests,com.codename1.charts.compat,Paint.Align,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.charts.compat,GradientDrawable,0,30,0,0,0,9,0,3,0,3
codenameone-core-unittests,com.codename1.ui,Container.TransitionAnimation,9,176,12,22,2,47,12,10,0,5
codenameone-core-unittests,com.codename1.ui,TextSelection.Char,17,77,0,0,1,14,1,4,1,4
codenameone-core-unittests,com.codename1.ui,Transform.ImmutableTransform,50,5,0,0,31,2,16,1,16,1
codenameone-core-unittests,com.codename1.ui,URLImage.10.1.new Runnable() {...},28,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,MultipleGradientPaint.CycleMethod,0,34,0,0,0,4,0,1,0,1
codenameone-core-unittests,com.codename1.ui,Dialog,1789,1091,214,84,359,290,189,78,52,66
codenameone-core-unittests,com.codename1.ui,TextComponent.new TextField() {...},220,41,15,7,30,12,10,5,0,4
codenameone-core-unittests,com.codename1.ui,URLImage.7.new Runnable() {...},0,18,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},21,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},15,6,2,0,5,1,2,1,1,1
codenameone-core-unittests,com.codename1.ui,TextField.CommandHandler,31,8,3,0,11,3,3,1,1,1
codenameone-core-unittests,com.codename1.ui,Toolbar.new Command() {...},6,10,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,Toolbar.new SearchBar() {...},0,19,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},416,9,58,0,68,1,30,1,1,1
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},128,9,30,0,22,1,16,1,1,1
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},218,9,50,0,30,1,26,1,1,1
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},21,0,2,0,6,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Toolbar.new ActionListener() {...},15,6,2,0,5,1,2,1,1,1
codenameone-core-unittests,com.codename1.ui,URLImage,382,217,46,16,80,60,39,15,10,12
codenameone-core-unittests,com.codename1.ui,Display.new TimerTask() {...},6,9,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,Display.new Runnable() {...},25,0,4,0,4,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui,Display.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Display.new Runnable() {...},3,50,0,2,2,13,0,3,0,2
codenameone-core-unittests,com.codename1.ui,Display.new TimerTask() {...},15,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Graphics,837,992,59,49,150,193,71,82,35,64
codenameone-core-unittests,com.codename1.ui,ImageFactory,21,30,3,3,8,8,3,5,1,4
codenameone-core-unittests,com.codename1.ui,RunnableWrapper,32,201,6,18,15,67,6,17,1,8
codenameone-core-unittests,com.codename1.ui,TextComponentPassword.new ActionListener() {...},9,44,1,3,2,9,1,3,0,2
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},57,0,8,0,13,0,6,0,2,0
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new SuccessCallback() {...},41,0,4,0,8,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},81,0,8,0,18,0,6,0,2,0
codenameone-core-unittests,com.codename1.ui,Container.MorphAnimation,7,278,6,30,2,54,6,16,0,4
codenameone-core-unittests,com.codename1.ui,TextSelection.TextSelectionTrigger,0,24,0,0,0,3,0,1,0,1
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Command.new Command() {...},0,12,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Command.new Command() {...},0,12,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,ComponentSelector.new Runnable() {...},18,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,SideMenuBar.8.4.new Runnable() {...},12,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.JSType,28,88,10,2,10,13,6,3,0,3
codenameone-core-unittests,com.codename1.ui,MultipleGradientPaint,4,59,0,0,2,24,1,12,1,12
codenameone-core-unittests,com.codename1.ui,IndexedImage,182,637,26,50,37,143,20,43,3,22
codenameone-core-unittests,com.codename1.ui,URLImage.CachedImage,15,38,5,3,5,9,5,3,1,3
codenameone-core-unittests,com.codename1.ui,SideMenuBar,1196,1226,244,142,280,319,170,64,9,32
codenameone-core-unittests,com.codename1.ui,URLImage.5.new Runnable() {...},47,0,2,0,11,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Component.1.new Runnable() {...},2,14,1,1,1,4,1,2,0,2
codenameone-core-unittests,com.codename1.ui,AutoCompleteTextComponent.new AutoCompleteTextField() {...},223,43,15,5,32,11,10,5,0,5
codenameone-core-unittests,com.codename1.ui,Tabs.new ActionListener() {...},18,117,6,10,4,21,6,4,0,2
codenameone-core-unittests,com.codename1.ui,MultipleGradientPaint.ColorSpaceType,0,24,0,0,0,3,0,1,0,1
codenameone-core-unittests,com.codename1.ui,Container,2557,4027,562,576,561,1040,386,365,46,134
codenameone-core-unittests,com.codename1.ui,Container.QueuedInsertion,0,11,0,0,0,4,0,1,0,1
codenameone-core-unittests,com.codename1.ui,SearchBar.2.new Runnable() {...},26,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Container.TmpInsets,107,63,2,2,16,12,3,2,2,1
codenameone-core-unittests,com.codename1.ui,AutoCompleteTextField.FormPointerListener.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Toolbar.ToolbarSideMenu,275,174,39,17,67,47,34,11,9,8
codenameone-core-unittests,com.codename1.ui,ComboBox.new Dialog() {...},38,0,6,0,10,0,5,0,2,0
codenameone-core-unittests,com.codename1.ui,TextField,1779,1352,355,133,430,295,281,72,64,45
codenameone-core-unittests,com.codename1.ui,Calendar.new ActionListener() {...},145,0,16,0,32,0,10,0,2,0
codenameone-core-unittests,com.codename1.ui,Toolbar.ToolbarSideMenu.new Command() {...},6,8,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,Toolbar.ToolbarSideMenu.new Runnable() {...},5,12,1,1,1,3,1,2,0,2
codenameone-core-unittests,com.codename1.ui,CommonProgressAnimations.ProgressAnimation,7,121,3,11,2,38,3,12,0,8
codenameone-core-unittests,com.codename1.ui,Sheet.new Painter() {...},0,35,0,0,0,7,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Sheet.new ComponentSelector.ComponentClosure() {...},12,36,6,6,3,11,5,3,0,2
codenameone-core-unittests,com.codename1.ui,Sheet.new Runnable() {...},29,0,4,0,7,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.JSRef,22,20,2,0,5,7,6,4,5,4
codenameone-core-unittests,com.codename1.ui,Sheet.new ActionListener() {...},40,6,10,0,10,1,6,1,1,1
codenameone-core-unittests,com.codename1.ui,Sheet.new ActionListener() {...},5,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,Sheet.new Runnable() {...},6,9,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,UIFragment.UINotationParser,422,591,74,55,89,81,53,28,5,9
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,26,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Calendar.MonthView,403,800,45,47,77,147,43,26,13,10
codenameone-core-unittests,com.codename1.ui,Container.QueuedChange,0,9,0,0,0,4,0,1,0,1
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new ActionListener() {...},0,48,2,2,0,10,2,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,15,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},21,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},15,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},34,12,4,0,7,1,3,1,1,1
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new ActionListener() {...},0,20,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},3,16,0,0,2,4,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BlockingDisallowedException,0,4,0,0,0,2,0,1,0,1
codenameone-core-unittests,com.codename1.ui,BrowserWindow.EvalRequest,0,10,0,0,0,4,0,3,0,3
codenameone-core-unittests,com.codename1.ui,AutoCompleteTextField.FormPointerListener,76,82,7,13,17,17,5,7,0,2
codenameone-core-unittests,com.codename1.ui,TextSelection,76,481,19,21,15,97,18,26,3,21
codenameone-core-unittests,com.codename1.ui,TextArea.TextAreaInputDevice,2,26,2,4,2,10,2,3,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Slider,511,712,81,61,106,187,66,61,8,46
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,20,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,URLImage.9.new Runnable() {...},18,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,15,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},15,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,ComponentSelector,5084,1570,698,156,1171,335,596,133,226,72
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},15,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,9,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,TextComponent.1.new Runnable() {...},35,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Callback() {...},20,29,0,0,6,7,1,2,1,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},87,12,14,0,15,1,8,1,1,1
codenameone-core-unittests,com.codename1.ui,TextComponent.1.new Runnable() {...},43,0,0,0,7,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,14,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,InterFormContainer,136,156,28,4,33,25,18,5,2,5
codenameone-core-unittests,com.codename1.ui,Tabs.SwipeListener,707,191,121,23,121,42,68,8,0,3
codenameone-core-unittests,com.codename1.ui,CN1Constants,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.ui,ComponentSelector.2.1.new Runnable() {...},21,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Form.TabIterator,174,129,58,22,35,30,43,11,7,7
codenameone-core-unittests,com.codename1.ui,Calendar,776,597,58,18,198,116,71,26,37,22
codenameone-core-unittests,com.codename1.ui,DynamicImage,18,106,1,1,4,29,2,12,1,12
codenameone-core-unittests,com.codename1.ui,SearchBar.2.1.new Runnable() {...},36,0,0,0,6,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Toolbar,1743,1487,282,128,453,417,230,89,45,67
codenameone-core-unittests,com.codename1.ui,AutoCompleteTextField,150,775,47,75,35,187,53,44,10,26
codenameone-core-unittests,com.codename1.ui,TextSelection.SelectionMenu,13,75,2,0,4,13,2,1,1,1
codenameone-core-unittests,com.codename1.ui,SideMenuBar.CommandWrapper,43,99,4,6,11,24,7,6,3,5
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new ActionListener() {...},5,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new ActionListener() {...},196,9,38,0,28,1,20,1,1,1
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new ActionListener() {...},257,22,27,3,42,5,15,2,0,2
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new ActionListener() {...},5,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,Component.BGPainter,667,139,50,10,108,38,37,11,1,8
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new ActionListener() {...},18,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},30,0,2,0,4,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new Command() {...},9,7,2,0,4,1,2,1,1,1
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new Form() {...},309,9,46,0,73,1,30,1,7,1
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new Painter() {...},249,0,20,0,42,0,12,0,2,0
codenameone-core-unittests,com.codename1.ui,SideMenuBar.new ActionListener() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,SideMenuBar.CommandWrapper.ShowWaiter,48,78,3,5,11,20,2,5,0,3
codenameone-core-unittests,com.codename1.ui,Component.AnimationTransitionPainter,105,27,10,2,22,7,6,2,0,2
codenameone-core-unittests,com.codename1.ui,InfiniteContainer.5.new Runnable() {...},11,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},0,37,0,0,0,8,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},8,38,3,1,4,9,2,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new BrowserNavigationCallback() {...},0,8,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new SuccessCallback() {...},10,6,0,0,2,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new Runnable() {...},20,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,BrowserComponent.new ActionListener() {...},0,10,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,SideMenuBar.MenuTransition,436,263,49,27,68,53,33,10,0,5
codenameone-core-unittests,com.codename1.ui,URLImage.ScaleToFill,77,15,6,2,18,3,6,2,2,2
codenameone-core-unittests,com.codename1.ui,List,1897,2188,335,229,399,526,254,151,34,87
codenameone-core-unittests,com.codename1.ui,List.Listeners,0,21,0,0,0,6,0,3,0,3
codenameone-core-unittests,com.codename1.ui,ComponentSelector.2.new Runnable() {...},28,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Form.new Comparator() {...},3,19,2,2,0,3,2,2,0,2
codenameone-core-unittests,com.codename1.ui,Form.new ActionListener() {...},26,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Form.new ComponentSelector.Filter() {...},0,9,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Form.new Container() {...},1,24,2,2,1,7,3,2,1,2
codenameone-core-unittests,com.codename1.ui,Form.new ComponentSelector.Filter() {...},0,26,4,6,0,2,4,3,0,2
codenameone-core-unittests,com.codename1.ui,Display.DebugRunnable,48,42,6,4,11,13,5,2,0,2
codenameone-core-unittests,com.codename1.ui,Image,863,1219,140,77,218,260,112,81,21,60
codenameone-core-unittests,com.codename1.ui,URLImage.DownloadCompleted,164,82,12,4,31,20,9,3,1,3
codenameone-core-unittests,com.codename1.ui,SearchBar,26,113,5,3,5,26,5,2,1,2
codenameone-core-unittests,com.codename1.ui,ComponentGroup,198,307,36,28,48,74,33,22,10,13
codenameone-core-unittests,com.codename1.ui,Tabs.TabFocusListener,44,31,8,6,10,9,7,3,0,3
codenameone-core-unittests,com.codename1.ui,MenuBar,2460,1082,468,159,573,252,313,80,32,46
codenameone-core-unittests,com.codename1.ui,Transform.NotInvertibleException,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.ui,NavigationCommand,0,38,1,1,0,16,1,7,0,7
codenameone-core-unittests,com.codename1.ui,Button,285,823,80,119,69,270,75,106,15,65
codenameone-core-unittests,com.codename1.ui,InputComponent,141,508,23,37,37,127,20,43,2,31
codenameone-core-unittests,com.codename1.ui,TextSelection.Span,89,367,12,32,12,69,13,28,3,16
codenameone-core-unittests,com.codename1.ui,URLImage.8.new Runnable() {...},18,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,AnimationManager,9,197,0,18,4,55,1,20,1,11
codenameone-core-unittests,com.codename1.ui,TooltipManager,40,113,5,3,11,38,4,13,1,12
codenameone-core-unittests,com.codename1.ui,BrowserComponent,760,1004,135,100,195,253,131,70,38,42
codenameone-core-unittests,com.codename1.ui,UIFragment.DefaultComponentFactory,314,227,71,43,81,50,50,15,3,5
codenameone-core-unittests,com.codename1.ui,EncodedImage.new Runnable() {...},46,0,2,0,12,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,CustomFont,561,133,78,8,119,28,52,10,12,7
codenameone-core-unittests,com.codename1.ui,TextSelection.new ComponentSelector.ComponentClosure() {...},0,25,1,3,0,5,1,3,0,2
codenameone-core-unittests,com.codename1.ui,TextSelection.new Comparator() {...},26,90,11,9,7,26,9,4,0,3
codenameone-core-unittests,com.codename1.ui,TextSelection.new ActionListener() {...},868,15,98,0,153,3,50,1,1,1
codenameone-core-unittests,com.codename1.ui,TextSelection.new Comparator() {...},113,3,20,0,32,1,12,1,2,1
codenameone-core-unittests,com.codename1.ui,SwipeableContainer.SwipeListener,236,155,44,22,52,37,29,8,1,2
codenameone-core-unittests,com.codename1.ui,SwipeableContainer,27,429,10,40,7,118,12,32,2,17
codenameone-core-unittests,com.codename1.ui,URLImage.6.new Runnable() {...},71,0,6,0,12,0,5,0,2,0
codenameone-core-unittests,com.codename1.ui,TextArea.new Runnable() {...},26,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,TextArea.new ActionListener() {...},16,17,4,2,2,5,3,2,0,2
codenameone-core-unittests,com.codename1.ui,LeadUtil,27,213,23,47,16,76,24,24,1,12
codenameone-core-unittests,com.codename1.ui,SideMenuBar.8.new Runnable() {...},25,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,TextSelection.3.new Runnable() {...},26,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,TextSelection.3.new Runnable() {...},26,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,TextSelection.3.new Runnable() {...},26,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,TooltipManager.new Runnable() {...},25,0,0,0,4,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,TextSelection.3.new Runnable() {...},26,0,2,0,5,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,EncodedImage,341,525,58,60,85,139,60,37,16,22
codenameone-core-unittests,com.codename1.ui,SideMenuBar.8.new Animation() {...},41,0,2,0,9,0,4,0,3,0
codenameone-core-unittests,com.codename1.ui,SideMenuBar.8.new Animation() {...},41,0,2,0,9,0,4,0,3,0
codenameone-core-unittests,com.codename1.ui,SideMenuBar.8.new Animation() {...},66,0,6,0,12,0,6,0,3,0
codenameone-core-unittests,com.codename1.ui,Label,388,1369,101,153,89,389,89,148,9,100
codenameone-core-unittests,com.codename1.ui,TextComponentPassword,5,35,0,0,1,9,1,4,1,4
codenameone-core-unittests,com.codename1.ui,PickerComponent,14,119,0,0,4,35,1,12,1,12
codenameone-core-unittests,com.codename1.ui,ImageFactory.new ImageFactory() {...},0,8,0,0,0,2,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Display.EdtException,55,6,6,0,17,1,6,1,3,1
codenameone-core-unittests,com.codename1.ui,AutoCompleteTextField.FormPointerPressListener,0,56,0,6,0,12,0,5,0,2
codenameone-core-unittests,com.codename1.ui,TextSelection.SelectionMask,5,416,5,11,1,73,5,8,0,5
codenameone-core-unittests,com.codename1.ui,EncodedImage.1.new Runnable() {...},50,0,2,0,8,0,3,0,2,0
codenameone-core-unittests,com.codename1.ui,Slider.SliderActionEvent,0,12,0,0,0,4,0,1,0,1
codenameone-core-unittests,com.codename1.ui,TextArea,798,1556,176,205,210,436,164,174,43,104
codenameone-core-unittests,com.codename1.ui,Command,11,320,13,25,5,76,15,39,2,33
codenameone-core-unittests,com.codename1.ui,InputComponent.new Button() {...},2,8,0,0,1,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,TextArea.new TextSelection.TextSelectionSupport() {...},127,88,28,6,23,14,18,5,2,4
codenameone-core-unittests,com.codename1.ui,TextArea.new Runnable() {...},15,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,InputComponent.new TextArea() {...},20,0,4,0,4,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui,TextArea.new Runnable() {...},0,20,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Component,3219,7020,776,937,639,1885,590,723,19,433
codenameone-core-unittests,com.codename1.ui,HeavyButton,0,96,6,6,0,35,6,10,0,10
codenameone-core-unittests,com.codename1.ui,URLImage.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,CommonProgressAnimations,0,3,0,0,0,1,0,1,0,1
codenameone-core-unittests,com.codename1.ui,FontImage,845,848,107,43,161,151,106,38,39,30
codenameone-core-unittests,com.codename1.ui,CommonProgressAnimations.CircleProgress,11,120,1,1,1,25,1,6,0,6
codenameone-core-unittests,com.codename1.ui,RGBImage,36,260,9,11,9,53,10,16,3,13
codenameone-core-unittests,com.codename1.ui,SearchBar.new Command() {...},0,12,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,SearchBar.new Command() {...},11,7,0,0,3,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,SearchBar.new DataChangedListener() {...},0,14,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,InfiniteContainer,41,163,11,19,11,54,10,17,0,12
codenameone-core-unittests,com.codename1.ui,Display,1826,2993,285,340,535,834,348,291,136,175
codenameone-core-unittests,com.codename1.ui,DynamicImage.new DynamicImage() {...},0,25,0,0,0,4,0,2,0,2
codenameone-core-unittests,com.codename1.ui,MenuBar.new Command() {...},12,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,MenuBar.new ActionListener() {...},13,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,CheckBox,134,228,22,26,35,68,24,29,8,21
codenameone-core-unittests,com.codename1.ui,URLImage.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,URLImage.new SuccessCallback() {...},0,14,0,0,0,3,0,2,0,2
codenameone-core-unittests,com.codename1.ui,Tabs,974,882,123,91,207,243,118,72,39,44
codenameone-core-unittests,com.codename1.ui,URLImage.new Runnable() {...},100,0,12,0,18,0,8,0,2,0
codenameone-core-unittests,com.codename1.ui,URLImage.new Runnable() {...},54,0,4,0,12,0,4,0,2,0
codenameone-core-unittests,com.codename1.ui,URLImage.new URLImage.ScaleToFill() {...},11,0,0,0,2,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,URLImage.new URLImage.ScaleToFill() {...},11,0,0,0,2,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,URLImage.new URLImage.ImageAdapter() {...},0,24,1,3,0,5,1,4,0,3
codenameone-core-unittests,com.codename1.ui,URLImage.new URLImage.ImageAdapter() {...},19,3,4,0,4,1,4,1,2,1
codenameone-core-unittests,com.codename1.ui,LinearGradientPaint,54,676,10,32,12,124,14,23,4,11
codenameone-core-unittests,com.codename1.ui,URLImage.new SuccessCallback() {...},14,0,0,0,3,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,Container.new Runnable() {...},5,85,4,6,1,17,4,3,0,2
codenameone-core-unittests,com.codename1.ui,Container.new Runnable() {...},11,9,0,0,3,1,1,1,1,1
codenameone-core-unittests,com.codename1.ui,InfiniteContainer.new Runnable() {...},28,0,0,0,5,0,2,0,2,0
codenameone-core-unittests,com.codename1.ui,InfiniteContainer.new Runnable() {...},10,0,0,0,3,0,2,0,2,0
